date,candidate,venue,win,qual
2025-12-16,Jordan Bardella,polymarket,33.5,
2025-12-16,Éric Zemmour,polymarket,1.2,
2025-12-16,Édouard Philippe,polymarket,19.5,
2025-12-16,David Lisnard,polymarket,3.1,
2025-12-16,Laurent Wauquiez,polymarket,0.5,
2025-12-16,Gabriel Attal,polymarket,4.5,
2025-12-16,Bruno Retailleau,polymarket,4.5,
2025-12-16,François Hollande,polymarket,0.9,
2025-12-16,Raphaël Glucksmann,polymarket,2.5,
2025-12-16,Jean-Luc Mélenchon,polymarket,10.5,
2025-12-16,Marine Tondelier,polymarket,0.4,
2025-12-16,Fabien Roussel,polymarket,0.2,
2025-12-16,Olivier Faure,polymarket,0.9,
2025-12-16,Dominique de Villepin,polymarket,4.2,
2025-12-16,Nicolas Dupont-Aignan,polymarket,0.1,
2025-12-16,Sarah Knafo,polymarket,9.9,
2025-12-17,Marine Le Pen,polymarket,8.5,
2025-12-17,Jordan Bardella,polymarket,33.5,
2025-12-17,Éric Zemmour,polymarket,1.1,
2025-12-17,Édouard Philippe,polymarket,17.5,
2025-12-17,David Lisnard,polymarket,3.0,
2025-12-17,Laurent Wauquiez,polymarket,0.5,
2025-12-17,Gabriel Attal,polymarket,5.0,
2025-12-17,Bruno Retailleau,polymarket,4.5,
2025-12-17,François Hollande,polymarket,0.8,
2025-12-17,Raphaël Glucksmann,polymarket,2.4,
2025-12-17,Jean-Luc Mélenchon,polymarket,10.5,
2025-12-17,Marine Tondelier,polymarket,0.4,
2025-12-17,Fabien Roussel,polymarket,0.2,
2025-12-17,Olivier Faure,polymarket,0.9,
2025-12-17,Dominique de Villepin,polymarket,4.0,
2025-12-17,Nicolas Dupont-Aignan,polymarket,0.1,
2025-12-17,Sarah Knafo,polymarket,8.5,
2025-12-18,Marine Le Pen,polymarket,8.5,
2025-12-18,Jordan Bardella,polymarket,33.0,
2025-12-18,Éric Zemmour,polymarket,1.1,
2025-12-18,Édouard Philippe,polymarket,18.0,
2025-12-18,David Lisnard,polymarket,3.0,
2025-12-18,Laurent Wauquiez,polymarket,0.5,
2025-12-18,Gabriel Attal,polymarket,6.5,
2025-12-18,Bruno Retailleau,polymarket,4.5,
2025-12-18,François Hollande,polymarket,0.8,
2025-12-18,Raphaël Glucksmann,polymarket,2.4,
2025-12-18,Jean-Luc Mélenchon,polymarket,10.5,
2025-12-18,Marine Tondelier,polymarket,0.4,
2025-12-18,Fabien Roussel,polymarket,0.2,
2025-12-18,Olivier Faure,polymarket,0.9,
2025-12-18,Dominique de Villepin,polymarket,4.2,
2025-12-18,Nicolas Dupont-Aignan,polymarket,0.1,
2025-12-18,Sarah Knafo,polymarket,8.2,
2025-12-19,Marine Le Pen,polymarket,8.5,
2025-12-19,Jordan Bardella,polymarket,34.0,
2025-12-19,Éric Zemmour,polymarket,0.9,
2025-12-19,Édouard Philippe,polymarket,18.0,
2025-12-19,David Lisnard,polymarket,3.0,
2025-12-19,Laurent Wauquiez,polymarket,0.4,
2025-12-19,Gabriel Attal,polymarket,6.5,
2025-12-19,Bruno Retailleau,polymarket,4.5,
2025-12-19,François Hollande,polymarket,0.8,
2025-12-19,Raphaël Glucksmann,polymarket,2.3,
2025-12-19,Jean-Luc Mélenchon,polymarket,10.0,
2025-12-19,Marine Tondelier,polymarket,0.5,
2025-12-19,Fabien Roussel,polymarket,0.2,
2025-12-19,Olivier Faure,polymarket,0.9,
2025-12-19,Dominique de Villepin,polymarket,4.0,
2025-12-19,Nicolas Dupont-Aignan,polymarket,0.1,
2025-12-19,Sarah Knafo,polymarket,8.2,
2025-12-20,Marine Le Pen,polymarket,8.5,
2025-12-20,Jordan Bardella,polymarket,34.0,
2025-12-20,Éric Zemmour,polymarket,1.1,
2025-12-20,Édouard Philippe,polymarket,18.0,
2025-12-20,David Lisnard,polymarket,2.8,
2025-12-20,Laurent Wauquiez,polymarket,0.4,
2025-12-20,Gabriel Attal,polymarket,5.5,
2025-12-20,Bruno Retailleau,polymarket,4.0,
2025-12-20,François Hollande,polymarket,0.8,
2025-12-20,Raphaël Glucksmann,polymarket,2.3,
2025-12-20,Jean-Luc Mélenchon,polymarket,10.0,
2025-12-20,Marine Tondelier,polymarket,0.5,
2025-12-20,Fabien Roussel,polymarket,0.2,
2025-12-20,Olivier Faure,polymarket,0.9,
2025-12-20,Dominique de Villepin,polymarket,4.0,
2025-12-20,Nicolas Dupont-Aignan,polymarket,0.1,
2025-12-20,Sarah Knafo,polymarket,8.3,
2025-12-21,Marine Le Pen,polymarket,8.5,
2025-12-21,Jordan Bardella,polymarket,33.5,
2025-12-21,Éric Zemmour,polymarket,1.1,
2025-12-21,Édouard Philippe,polymarket,18.0,
2025-12-21,David Lisnard,polymarket,2.8,
2025-12-21,Laurent Wauquiez,polymarket,0.4,
2025-12-21,Gabriel Attal,polymarket,6.5,
2025-12-21,Bruno Retailleau,polymarket,4.0,
2025-12-21,François Hollande,polymarket,0.7,
2025-12-21,Raphaël Glucksmann,polymarket,2.3,
2025-12-21,Jean-Luc Mélenchon,polymarket,10.0,
2025-12-21,Marine Tondelier,polymarket,0.4,
2025-12-21,Fabien Roussel,polymarket,0.2,
2025-12-21,Olivier Faure,polymarket,0.9,
2025-12-21,Dominique de Villepin,polymarket,3.9,
2025-12-21,Nicolas Dupont-Aignan,polymarket,0.1,
2025-12-21,Sarah Knafo,polymarket,8.4,
2025-12-22,Marine Le Pen,polymarket,8.5,
2025-12-22,Jordan Bardella,polymarket,30.5,
2025-12-22,Éric Zemmour,polymarket,0.9,
2025-12-22,Édouard Philippe,polymarket,18.0,
2025-12-22,David Lisnard,polymarket,2.8,
2025-12-22,Laurent Wauquiez,polymarket,0.5,
2025-12-22,Gabriel Attal,polymarket,6.0,
2025-12-22,Bruno Retailleau,polymarket,3.9,
2025-12-22,François Hollande,polymarket,0.7,
2025-12-22,Raphaël Glucksmann,polymarket,2.3,
2025-12-22,Jean-Luc Mélenchon,polymarket,9.5,
2025-12-22,Marine Tondelier,polymarket,0.5,
2025-12-22,Fabien Roussel,polymarket,0.2,
2025-12-22,Olivier Faure,polymarket,0.8,
2025-12-22,Dominique de Villepin,polymarket,3.9,
2025-12-22,Nicolas Dupont-Aignan,polymarket,0.1,
2025-12-22,Sarah Knafo,polymarket,8.6,
2025-12-23,Marine Le Pen,polymarket,8.5,
2025-12-23,Jordan Bardella,polymarket,32.0,
2025-12-23,Éric Zemmour,polymarket,0.4,
2025-12-23,Édouard Philippe,polymarket,16.5,
2025-12-23,David Lisnard,polymarket,2.8,
2025-12-23,Laurent Wauquiez,polymarket,0.4,
2025-12-23,Gabriel Attal,polymarket,9.5,
2025-12-23,Bruno Retailleau,polymarket,2.4,
2025-12-23,François Hollande,polymarket,0.4,
2025-12-23,Raphaël Glucksmann,polymarket,2.8,
2025-12-23,Jean-Luc Mélenchon,polymarket,9.5,
2025-12-23,Marine Tondelier,polymarket,0.5,
2025-12-23,Fabien Roussel,polymarket,0.2,
2025-12-23,Olivier Faure,polymarket,1.4,
2025-12-23,Dominique de Villepin,polymarket,3.4,
2025-12-23,Nicolas Dupont-Aignan,polymarket,0.1,
2025-12-23,Sarah Knafo,polymarket,7.8,
2025-12-24,Marine Le Pen,polymarket,8.5,
2025-12-24,Jordan Bardella,polymarket,32.0,
2025-12-24,Éric Zemmour,polymarket,0.4,
2025-12-24,Édouard Philippe,polymarket,16.5,
2025-12-24,David Lisnard,polymarket,2.8,
2025-12-24,Laurent Wauquiez,polymarket,0.4,
2025-12-24,Gabriel Attal,polymarket,9.5,
2025-12-24,Bruno Retailleau,polymarket,2.5,
2025-12-24,François Hollande,polymarket,0.4,
2025-12-24,Raphaël Glucksmann,polymarket,2.9,
2025-12-24,Jean-Luc Mélenchon,polymarket,9.5,
2025-12-24,Marine Tondelier,polymarket,0.7,
2025-12-24,Fabien Roussel,polymarket,0.2,
2025-12-24,Olivier Faure,polymarket,1.2,
2025-12-24,Dominique de Villepin,polymarket,4.5,
2025-12-24,Nicolas Dupont-Aignan,polymarket,0.1,
2025-12-24,Sarah Knafo,polymarket,7.8,
2025-12-25,Marine Le Pen,polymarket,7.5,
2025-12-25,Jordan Bardella,polymarket,30.5,
2025-12-25,Éric Zemmour,polymarket,0.3,
2025-12-25,Édouard Philippe,polymarket,16.0,
2025-12-25,David Lisnard,polymarket,2.7,
2025-12-25,Laurent Wauquiez,polymarket,0.4,
2025-12-25,Gabriel Attal,polymarket,10.0,
2025-12-25,Bruno Retailleau,polymarket,2.4,
2025-12-25,François Hollande,polymarket,0.4,
2025-12-25,Raphaël Glucksmann,polymarket,2.7,
2025-12-25,Jean-Luc Mélenchon,polymarket,9.0,
2025-12-25,Marine Tondelier,polymarket,0.7,
2025-12-25,Fabien Roussel,polymarket,0.2,
2025-12-25,Olivier Faure,polymarket,1.1,
2025-12-25,Dominique de Villepin,polymarket,3.9,
2025-12-25,Nicolas Dupont-Aignan,polymarket,0.1,
2025-12-25,Sarah Knafo,polymarket,6.6,
2025-12-26,Marine Le Pen,polymarket,8.0,
2025-12-26,Jordan Bardella,polymarket,31.0,
2025-12-26,Éric Zemmour,polymarket,0.3,
2025-12-26,Édouard Philippe,polymarket,16.0,
2025-12-26,David Lisnard,polymarket,2.7,
2025-12-26,Laurent Wauquiez,polymarket,0.4,
2025-12-26,Gabriel Attal,polymarket,9.5,
2025-12-26,Bruno Retailleau,polymarket,2.4,
2025-12-26,François Hollande,polymarket,0.6,
2025-12-26,Raphaël Glucksmann,polymarket,2.7,
2025-12-26,Jean-Luc Mélenchon,polymarket,9.0,
2025-12-26,Marine Tondelier,polymarket,0.7,
2025-12-26,Fabien Roussel,polymarket,0.2,
2025-12-26,Olivier Faure,polymarket,1.0,
2025-12-26,Dominique de Villepin,polymarket,3.8,
2025-12-26,Nicolas Dupont-Aignan,polymarket,0.1,
2025-12-26,Sarah Knafo,polymarket,6.2,
2025-12-27,Marine Le Pen,polymarket,8.0,
2025-12-27,Jordan Bardella,polymarket,31.0,
2025-12-27,Éric Zemmour,polymarket,0.4,
2025-12-27,Édouard Philippe,polymarket,15.5,
2025-12-27,David Lisnard,polymarket,2.8,
2025-12-27,Laurent Wauquiez,polymarket,0.4,
2025-12-27,Gabriel Attal,polymarket,9.0,
2025-12-27,Bruno Retailleau,polymarket,2.4,
2025-12-27,François Hollande,polymarket,0.6,
2025-12-27,Raphaël Glucksmann,polymarket,2.7,
2025-12-27,Jean-Luc Mélenchon,polymarket,10.0,
2025-12-27,Marine Tondelier,polymarket,0.6,
2025-12-27,Fabien Roussel,polymarket,0.2,
2025-12-27,Olivier Faure,polymarket,1.1,
2025-12-27,Dominique de Villepin,polymarket,4.0,
2025-12-27,Nicolas Dupont-Aignan,polymarket,0.1,
2025-12-27,Sarah Knafo,polymarket,6.0,
2025-12-28,Marine Le Pen,polymarket,7.5,
2025-12-28,Jordan Bardella,polymarket,31.0,
2025-12-28,Éric Zemmour,polymarket,0.4,
2025-12-28,Édouard Philippe,polymarket,15.0,
2025-12-28,David Lisnard,polymarket,2.8,
2025-12-28,Laurent Wauquiez,polymarket,0.4,
2025-12-28,Gabriel Attal,polymarket,9.0,
2025-12-28,Bruno Retailleau,polymarket,2.4,
2025-12-28,François Hollande,polymarket,0.6,
2025-12-28,Raphaël Glucksmann,polymarket,2.8,
2025-12-28,Jean-Luc Mélenchon,polymarket,11.0,
2025-12-28,Marine Tondelier,polymarket,0.6,
2025-12-28,Fabien Roussel,polymarket,0.2,
2025-12-28,Olivier Faure,polymarket,1.1,
2025-12-28,Dominique de Villepin,polymarket,3.6,
2025-12-28,Nicolas Dupont-Aignan,polymarket,0.1,
2025-12-28,Sarah Knafo,polymarket,6.0,
2025-12-29,Marine Le Pen,polymarket,7.5,
2025-12-29,Jordan Bardella,polymarket,30.0,
2025-12-29,Éric Zemmour,polymarket,0.4,
2025-12-29,Édouard Philippe,polymarket,13.5,
2025-12-29,David Lisnard,polymarket,2.8,
2025-12-29,Laurent Wauquiez,polymarket,0.4,
2025-12-29,Gabriel Attal,polymarket,8.5,
2025-12-29,Bruno Retailleau,polymarket,2.4,
2025-12-29,François Hollande,polymarket,0.6,
2025-12-29,Raphaël Glucksmann,polymarket,3.1,
2025-12-29,Jean-Luc Mélenchon,polymarket,10.0,
2025-12-29,Marine Tondelier,polymarket,0.7,
2025-12-29,Fabien Roussel,polymarket,0.2,
2025-12-29,Olivier Faure,polymarket,1.1,
2025-12-29,Dominique de Villepin,polymarket,6.2,
2025-12-29,Nicolas Dupont-Aignan,polymarket,0.1,
2025-12-29,Sarah Knafo,polymarket,5.9,
2025-12-30,Marine Le Pen,polymarket,7.5,
2025-12-30,Jordan Bardella,polymarket,30.5,
2025-12-30,Éric Zemmour,polymarket,0.4,
2025-12-30,Édouard Philippe,polymarket,14.5,
2025-12-30,David Lisnard,polymarket,2.8,
2025-12-30,Laurent Wauquiez,polymarket,0.4,
2025-12-30,Gabriel Attal,polymarket,8.5,
2025-12-30,Bruno Retailleau,polymarket,2.5,
2025-12-30,François Hollande,polymarket,0.8,
2025-12-30,Raphaël Glucksmann,polymarket,4.2,
2025-12-30,Jean-Luc Mélenchon,polymarket,11.0,
2025-12-30,Marine Tondelier,polymarket,0.7,
2025-12-30,Fabien Roussel,polymarket,0.2,
2025-12-30,Olivier Faure,polymarket,1.0,
2025-12-30,Dominique de Villepin,polymarket,9.2,
2025-12-30,Nicolas Dupont-Aignan,polymarket,0.1,
2025-12-30,Sarah Knafo,polymarket,5.9,
2025-12-31,Marine Le Pen,polymarket,7.0,
2025-12-31,Jordan Bardella,polymarket,31.5,
2025-12-31,Éric Zemmour,polymarket,1.5,
2025-12-31,Édouard Philippe,polymarket,14.5,
2025-12-31,David Lisnard,polymarket,2.8,
2025-12-31,Laurent Wauquiez,polymarket,0.7,
2025-12-31,Gabriel Attal,polymarket,8.0,
2025-12-31,Bruno Retailleau,polymarket,2.6,
2025-12-31,François Hollande,polymarket,0.8,
2025-12-31,Raphaël Glucksmann,polymarket,3.1,
2025-12-31,Jean-Luc Mélenchon,polymarket,10.5,
2025-12-31,Marine Tondelier,polymarket,0.5,
2025-12-31,Fabien Roussel,polymarket,0.2,
2025-12-31,Olivier Faure,polymarket,0.9,
2025-12-31,Dominique de Villepin,polymarket,3.1,
2025-12-31,Nicolas Dupont-Aignan,polymarket,0.1,
2025-12-31,Sarah Knafo,polymarket,4.5,
2026-01-01,Marine Le Pen,polymarket,6.5,
2026-01-01,Jordan Bardella,polymarket,32.5,
2026-01-01,Éric Zemmour,polymarket,0.5,
2026-01-01,Édouard Philippe,polymarket,14.5,
2026-01-01,David Lisnard,polymarket,3.0,
2026-01-01,Laurent Wauquiez,polymarket,0.7,
2026-01-01,Gabriel Attal,polymarket,11.0,
2026-01-01,Bruno Retailleau,polymarket,3.1,
2026-01-01,François Hollande,polymarket,0.8,
2026-01-01,Raphaël Glucksmann,polymarket,3.1,
2026-01-01,Jean-Luc Mélenchon,polymarket,11.0,
2026-01-01,Marine Tondelier,polymarket,0.4,
2026-01-01,Fabien Roussel,polymarket,0.2,
2026-01-01,Olivier Faure,polymarket,0.9,
2026-01-01,Dominique de Villepin,polymarket,3.4,
2026-01-01,Nicolas Dupont-Aignan,polymarket,0.1,
2026-01-01,Sarah Knafo,polymarket,4.5,
2026-01-02,Marine Le Pen,polymarket,5.0,
2026-01-02,Jordan Bardella,polymarket,33.0,
2026-01-02,Éric Zemmour,polymarket,0.4,
2026-01-02,Édouard Philippe,polymarket,17.5,
2026-01-02,David Lisnard,polymarket,3.2,
2026-01-02,Laurent Wauquiez,polymarket,1.1,
2026-01-02,Gabriel Attal,polymarket,10.5,
2026-01-02,Bruno Retailleau,polymarket,3.1,
2026-01-02,François Hollande,polymarket,0.9,
2026-01-02,Raphaël Glucksmann,polymarket,3.1,
2026-01-02,Jean-Luc Mélenchon,polymarket,10.5,
2026-01-02,Marine Tondelier,polymarket,0.5,
2026-01-02,Fabien Roussel,polymarket,0.2,
2026-01-02,Olivier Faure,polymarket,0.9,
2026-01-02,Dominique de Villepin,polymarket,3.5,
2026-01-02,Nicolas Dupont-Aignan,polymarket,0.1,
2026-01-02,Sarah Knafo,polymarket,4.4,
2026-01-03,Marine Le Pen,polymarket,6.0,
2026-01-03,Jordan Bardella,polymarket,32.5,
2026-01-03,Éric Zemmour,polymarket,0.4,
2026-01-03,Édouard Philippe,polymarket,17.5,
2026-01-03,David Lisnard,polymarket,3.4,
2026-01-03,Laurent Wauquiez,polymarket,0.7,
2026-01-03,Gabriel Attal,polymarket,10.0,
2026-01-03,Bruno Retailleau,polymarket,3.0,
2026-01-03,François Hollande,polymarket,0.9,
2026-01-03,Raphaël Glucksmann,polymarket,3.1,
2026-01-03,Jean-Luc Mélenchon,polymarket,10.5,
2026-01-03,Marine Tondelier,polymarket,0.5,
2026-01-03,Fabien Roussel,polymarket,0.1,
2026-01-03,Olivier Faure,polymarket,0.8,
2026-01-03,Dominique de Villepin,polymarket,3.5,
2026-01-03,Nicolas Dupont-Aignan,polymarket,0.1,
2026-01-03,Sarah Knafo,polymarket,5.1,
2026-01-04,Marine Le Pen,polymarket,6.5,
2026-01-04,Jordan Bardella,polymarket,32.0,
2026-01-04,Éric Zemmour,polymarket,0.4,
2026-01-04,Édouard Philippe,polymarket,16.0,
2026-01-04,David Lisnard,polymarket,3.4,
2026-01-04,Laurent Wauquiez,polymarket,0.4,
2026-01-04,Gabriel Attal,polymarket,10.0,
2026-01-04,Bruno Retailleau,polymarket,3.0,
2026-01-04,François Hollande,polymarket,0.9,
2026-01-04,Raphaël Glucksmann,polymarket,3.1,
2026-01-04,Jean-Luc Mélenchon,polymarket,10.5,
2026-01-04,Marine Tondelier,polymarket,0.5,
2026-01-04,Fabien Roussel,polymarket,0.1,
2026-01-04,Olivier Faure,polymarket,0.8,
2026-01-04,Dominique de Villepin,polymarket,5.4,
2026-01-04,Nicolas Dupont-Aignan,polymarket,0.1,
2026-01-04,Sarah Knafo,polymarket,5.0,
2026-01-05,Marine Le Pen,polymarket,6.5,
2026-01-05,Jordan Bardella,polymarket,32.0,
2026-01-05,Éric Zemmour,polymarket,0.4,
2026-01-05,Édouard Philippe,polymarket,15.0,
2026-01-05,David Lisnard,polymarket,2.9,
2026-01-05,Laurent Wauquiez,polymarket,0.4,
2026-01-05,Gabriel Attal,polymarket,10.0,
2026-01-05,Bruno Retailleau,polymarket,3.3,
2026-01-05,François Hollande,polymarket,0.9,
2026-01-05,Raphaël Glucksmann,polymarket,2.9,
2026-01-05,Jean-Luc Mélenchon,polymarket,11.5,
2026-01-05,Marine Tondelier,polymarket,0.4,
2026-01-05,Fabien Roussel,polymarket,0.2,
2026-01-05,Olivier Faure,polymarket,0.8,
2026-01-05,Dominique de Villepin,polymarket,7.7,
2026-01-05,Nicolas Dupont-Aignan,polymarket,0.1,
2026-01-05,Sarah Knafo,polymarket,6.5,
2026-01-06,Marine Le Pen,polymarket,7.0,
2026-01-06,Jordan Bardella,polymarket,33.0,
2026-01-06,Éric Zemmour,polymarket,1.1,
2026-01-06,Édouard Philippe,polymarket,16.5,
2026-01-06,David Lisnard,polymarket,2.7,
2026-01-06,Laurent Wauquiez,polymarket,0.4,
2026-01-06,Gabriel Attal,polymarket,7.5,
2026-01-06,Bruno Retailleau,polymarket,3.1,
2026-01-06,François Hollande,polymarket,0.8,
2026-01-06,Raphaël Glucksmann,polymarket,2.8,
2026-01-06,Jean-Luc Mélenchon,polymarket,11.5,
2026-01-06,Marine Tondelier,polymarket,0.4,
2026-01-06,Fabien Roussel,polymarket,0.1,
2026-01-06,Olivier Faure,polymarket,0.8,
2026-01-06,Dominique de Villepin,polymarket,7.0,
2026-01-06,Nicolas Dupont-Aignan,polymarket,0.1,
2026-01-06,Sarah Knafo,polymarket,4.6,
2026-01-07,Marine Le Pen,polymarket,7.0,
2026-01-07,Jordan Bardella,polymarket,33.0,
2026-01-07,Éric Zemmour,polymarket,0.4,
2026-01-07,Édouard Philippe,polymarket,16.0,
2026-01-07,David Lisnard,polymarket,3.3,
2026-01-07,Laurent Wauquiez,polymarket,0.4,
2026-01-07,Gabriel Attal,polymarket,10.0,
2026-01-07,Bruno Retailleau,polymarket,2.9,
2026-01-07,François Hollande,polymarket,0.7,
2026-01-07,Raphaël Glucksmann,polymarket,2.5,
2026-01-07,Jean-Luc Mélenchon,polymarket,11.5,
2026-01-07,Marine Tondelier,polymarket,0.4,
2026-01-07,Fabien Roussel,polymarket,0.1,
2026-01-07,Olivier Faure,polymarket,0.8,
2026-01-07,Dominique de Villepin,polymarket,5.0,
2026-01-07,Nicolas Dupont-Aignan,polymarket,0.1,
2026-01-07,Sarah Knafo,polymarket,5.4,
2026-01-08,Marine Le Pen,polymarket,8.5,
2026-01-08,Jordan Bardella,polymarket,32.0,
2026-01-08,Éric Zemmour,polymarket,0.9,
2026-01-08,Édouard Philippe,polymarket,16.0,
2026-01-08,David Lisnard,polymarket,2.9,
2026-01-08,Laurent Wauquiez,polymarket,0.7,
2026-01-08,Gabriel Attal,polymarket,8.0,
2026-01-08,Bruno Retailleau,polymarket,2.9,
2026-01-08,François Hollande,polymarket,0.7,
2026-01-08,Raphaël Glucksmann,polymarket,2.6,
2026-01-08,Jean-Luc Mélenchon,polymarket,11.0,
2026-01-08,Marine Tondelier,polymarket,0.9,
2026-01-08,Fabien Roussel,polymarket,0.1,
2026-01-08,Olivier Faure,polymarket,0.9,
2026-01-08,Dominique de Villepin,polymarket,5.2,
2026-01-08,Nicolas Dupont-Aignan,polymarket,0.1,
2026-01-08,Sarah Knafo,polymarket,5.1,
2026-01-09,Marine Le Pen,polymarket,6.5,
2026-01-09,Jordan Bardella,polymarket,30.5,
2026-01-09,Éric Zemmour,polymarket,1.1,
2026-01-09,Édouard Philippe,polymarket,15.5,
2026-01-09,David Lisnard,polymarket,2.6,
2026-01-09,Laurent Wauquiez,polymarket,0.7,
2026-01-09,Gabriel Attal,polymarket,7.5,
2026-01-09,Bruno Retailleau,polymarket,2.9,
2026-01-09,François Hollande,polymarket,0.9,
2026-01-09,Raphaël Glucksmann,polymarket,2.4,
2026-01-09,Jean-Luc Mélenchon,polymarket,10.5,
2026-01-09,Marine Tondelier,polymarket,0.6,
2026-01-09,Fabien Roussel,polymarket,0.1,
2026-01-09,Olivier Faure,polymarket,0.9,
2026-01-09,Dominique de Villepin,polymarket,7.1,
2026-01-09,Nicolas Dupont-Aignan,polymarket,0.1,
2026-01-09,Sarah Knafo,polymarket,4.3,
2026-01-09,Sébastien Lecornu,polymarket,5.5,
2026-01-10,Marine Le Pen,polymarket,8.0,
2026-01-10,Jordan Bardella,polymarket,31.5,
2026-01-10,Éric Zemmour,polymarket,0.8,
2026-01-10,Édouard Philippe,polymarket,12.5,
2026-01-10,David Lisnard,polymarket,2.7,
2026-01-10,Laurent Wauquiez,polymarket,0.6,
2026-01-10,Gabriel Attal,polymarket,6.0,
2026-01-10,Bruno Retailleau,polymarket,2.9,
2026-01-10,François Hollande,polymarket,0.8,
2026-01-10,Raphaël Glucksmann,polymarket,2.4,
2026-01-10,Jean-Luc Mélenchon,polymarket,11.0,
2026-01-10,Marine Tondelier,polymarket,0.5,
2026-01-10,Fabien Roussel,polymarket,0.1,
2026-01-10,Olivier Faure,polymarket,0.8,
2026-01-10,Dominique de Villepin,polymarket,9.7,
2026-01-10,Nicolas Dupont-Aignan,polymarket,0.1,
2026-01-10,Sarah Knafo,polymarket,4.5,
2026-01-10,Sébastien Lecornu,polymarket,5.5,
2026-01-11,Marine Le Pen,polymarket,9.5,
2026-01-11,Jordan Bardella,polymarket,30.0,
2026-01-11,Éric Zemmour,polymarket,0.8,
2026-01-11,Édouard Philippe,polymarket,14.5,
2026-01-11,David Lisnard,polymarket,2.1,
2026-01-11,Laurent Wauquiez,polymarket,0.6,
2026-01-11,Gabriel Attal,polymarket,5.5,
2026-01-11,Bruno Retailleau,polymarket,2.9,
2026-01-11,François Hollande,polymarket,0.7,
2026-01-11,Raphaël Glucksmann,polymarket,2.4,
2026-01-11,Jean-Luc Mélenchon,polymarket,10.5,
2026-01-11,Marine Tondelier,polymarket,0.5,
2026-01-11,Fabien Roussel,polymarket,0.1,
2026-01-11,Olivier Faure,polymarket,0.6,
2026-01-11,Dominique de Villepin,polymarket,7.8,
2026-01-11,Nicolas Dupont-Aignan,polymarket,0.1,
2026-01-11,Sarah Knafo,polymarket,4.5,
2026-01-11,Sébastien Lecornu,polymarket,4.5,
2026-01-12,Marine Le Pen,polymarket,8.0,
2026-01-12,Jordan Bardella,polymarket,30.5,
2026-01-12,Éric Zemmour,polymarket,0.8,
2026-01-12,Édouard Philippe,polymarket,14.5,
2026-01-12,David Lisnard,polymarket,2.1,
2026-01-12,Laurent Wauquiez,polymarket,0.6,
2026-01-12,Gabriel Attal,polymarket,6.0,
2026-01-12,Bruno Retailleau,polymarket,3.0,
2026-01-12,François Hollande,polymarket,0.9,
2026-01-12,Raphaël Glucksmann,polymarket,2.5,
2026-01-12,Jean-Luc Mélenchon,polymarket,10.5,
2026-01-12,Marine Tondelier,polymarket,0.5,
2026-01-12,Fabien Roussel,polymarket,0.1,
2026-01-12,Olivier Faure,polymarket,0.7,
2026-01-12,Dominique de Villepin,polymarket,7.4,
2026-01-12,Nicolas Dupont-Aignan,polymarket,0.1,
2026-01-12,Sarah Knafo,polymarket,4.3,
